Year,Sport,D1Teams,D1Athletes,D1AvgSquad,D2Teams,D2Athletes,D2AvgSquad,D3Teams,D3Athletes,D3AvgSquad,TotalNCAATeams,TotalNCAAAthletes,AvgNCAASquad
2017-2018,W_Rugby,8,232,29,5,119,23.8,4,129,32.3,17,480,28.2
2018-2019,W_Rugby,7,225,32.1,5,154,30.8,5,151,30.2,17,530,31.2
2019-2020,W_Rugby,8,258,32.3,6,187,31.2,6,163,27.2,20,608,30.4
2020-2021,W_Rugby,8,249,31.1,5,168,33.6,5,135,27,18,552,30.7
2021-2022,W_Rugby,8,281,35.1,6,196,32.7,9,192,21.3,23,669,29.1
2022-2023,W_Rugby,10,380,38,9,278,30.9,10,187,18.7,29,845,29.1
1981-1982,W_Sailing,4,42,10.5,1,20,20,6,71,11.8,11,133,12.1
1986-1987,W_Sailing,2,51,25.5,0,N/A,N/A,9,195,21.7,11,246,22.4
1981-1982,W_Skiing,15,196,13.1,4,28,7,14,135,9.6,33,359,10.9
1982-1983,W_Skiing,13,226,17.4,8,106,13.3,14,197,14.1,35,529,15.1
1983-1984,W_Skiing,14,262,18.7,7,90,12.9,15,203,13.5,36,555,15.4
1984-1985,W_Skiing,12,235,19.6,8,90,11.3,17,299,17.6,37,624,16.9
1985-1986,W_Skiing,15,252,16.8,8,89,11.1,15,190,12.7,38,531,14
1986-1987,W_Skiing,14,254,18.1,8,74,9.3,19,235,12.4,41,563,13.7
1987-1988,W_Skiing,13,182,14,9,83,9.2,21,274,13,43,539,12.5
1988-1989,W_Skiing,12,164,13.7,9,103,11.4,18,220,12.2,39,487,12.5
1989-1990,W_Skiing,12,165,13.8,10,114,11.4,18,208,11.6,40,487,12.2
1990-1991,W_Skiing,11,149,13.5,11,91,8.3,19,206,10.8,41,446,10.9
1991-1992,W_Skiing,10,142,14.2,12,134,11.2,22,264,12,44,540,12.3
1992-1993,W_Skiing,9,132,14.7,9,89,9.9,16,194,12.1,34,415,12.2
1993-1994,W_Skiing,10,128,12.8,8,75,9.4,17,199,11.7,35,402,11.5
1994-1995,W_Skiing,13,164,12.6,7,68,9.7,17,201,11.8,37,433,11.7
2022-2023,W_Skiing,11,146,13.3,7,64,9.1,17,198,11.6,35,408,11.7
1995-1996,W_Skiing*,16,250,15.6,11,113,10.3,26,268,10.3,53,631,11.9
1996-1997,W_Skiing*,13,195,15,8,80,10,22,211,9.6,43,486,
1997-1998,W_Skiing*,13,208,16,8,87,10.9,22,227,10.3,43,522,12.1
1998-1999,W_Skiing*,14,199,14.2,8,86,10.8,22,249,11.3,44,534,12.1
1999-2000,W_Skiing*,14,203,14.5,8,89,11.1,20,268,13.4,42,560,13.3
2000-2001,W_Skiing*,14,204,14.6,10,109,10.9,24,259,10.8,48,573,11.9
2001-2002,W_Skiing*,14,201,14.4,9,95,10.6,22,200,9.1,45,496,11
2002-2003,W_Skiing*,14,190,13.6,9,91,10.1,19,210,11.1,42,491,11.7
2003-2004,W_Skiing*,16,227,14.2,9,73,8.1,17,157,9.2,42,457,10.9
2004-2005,W_Skiing*,16,230,14.4,9,74,8.2,14,170,12.1,39,474,12.2
2005-2006,W_Skiing*,16,239,14.9,9,80,8.9,15,184,12.3,40,503,12.6
2006-2007,W_Skiing*,14,215,15.4,9,88,9.8,21,239,11.4,44,542,12.3
2007-2008,W_Skiing*,14,236,16.9,8,87,10.9,20,224,11.2,42,547,13
2008-2009,W_Skiing*,14,222,15.9,7,77,11,20,203,10.2,41,502,12.2
2009-2010,W_Skiing*,13,203,15.6,7,88,12.6,18,208,11.6,38,499,13.1
2010-2011,W_Skiing*,12,205,17.1,7,88,12.6,16,192,12,35,485,13.7
2011-2012,W_Skiing*,12,185,15.4,7,80,11.4,15,173,11.5,34,438,12.9
2012-2013,W_Skiing*,12,183,15.3,7,83,11.9,15,196,13.1,34,462,13.6
2013-2014,W_Skiing*,12,180,15,7,81,11.6,15,186,12.4,34,447,13.1
2014-2015,W_Skiing*,12,175,14.6,6,80,13.3,14,178,12.7,32,433,13.5
2015-2016,W_Skiing*,12,168,14,7,81,11.6,14,187,13.4,33,436,13.2
2016-2017,W_Skiing*,12,163,13.6,7,72,10.3,16,179,11.2,35,414,11.8
2017-2018,W_Skiing*,12,143,11.9,7,70,10,15,179,11.9,34,392,11.5
2018-2019,W_Skiing*,12,153,12.8,7,61,8.7,16,174,10.9,35,388,11.1
2019-2020,W_Skiing*,11,150,13.6,7,66,9.4,15,183,12.2,33,399,12.1
2020-2021,W_Skiing*,10,136,13.6,7,66,9.4,15,172,11.5,32,374,11.7
2021-2022,W_Skiing*,10,160,16,7,64,9.1,15,168,11.2,32,392,12.3
1981-1982,W_Soccer,22,520,23.6,10,227,22.7,48,"1,108",23.1,80,"1,855",23.2
1982-1983,W_Soccer,25,864,34.6,19,455,23.9,59,"1,424",24.1,103,"2,743",26.6
1983-1984,W_Soccer,37,917,24.8,25,517,20.7,71,"1,658",23.4,133,"3,092",23.2
1984-1985,W_Soccer,45,"1,185",26.3,33,717,21.7,87,"2,065",23.7,165,"3,967",24
1985-1986,W_Soccer,54,"1,332",24.7,36,"1,055",29.3,111,"2,490",22.4,201,"4,877",24.3
1986-1987,W_Soccer,64,"1,497",23.4,39,831,21.3,127,"2,916",23,230,"5,244",22.8
1987-1988,W_Soccer,70,"1,586",22.7,43,916,21.3,146,"3,100",21.2,259,"5,602",21.6
1988-1989,W_Soccer,72,"1,613",22.4,43,968,22.5,155,"3,395",21.9,270,"5,976",22.1
1989-1990,W_Soccer,75,"1,589",21.2,44,919,20.9,175,"3,428",19.6,294,"5,936",20.2
1990-1991,W_Soccer,82,"1,858",22.7,51,"1,060",20.8,185,"3,863",20.9,318,"6,781",21.3
1991-1992,W_Soccer,91,"2,029",22.3,60,"1,199",20,199,"4,231",21.3,350,"7,459",21.3
1992-1993,W_Soccer,103,"2,338",22.7,69,"1,394",20.2,215,"4,494",20.9,387,"8,226",21.3
1993-1994,W_Soccer,131,"3,013",23,79,"1,548",19.6,236,"4,885",20.7,446,"9,446",21.2
1994-1995,W_Soccer,154,"3,557",23.1,97,"1,940",20,264,"5,412",20.5,515,"10,909",21.2
1995-1996,W_Soccer,189,"4,423",23.4,127,"2,578",20.3,315,"6,678",21.2,631,"13,679",21.7
1996-1997,W_Soccer,217,"5,034",23.2,146,"3,022",20.7,331,"7,050",21.3,694,"15,107",
1997-1998,W_Soccer,233,"5,522",23.7,154,"3,249",21.1,337,"7,212",21.4,724,"15,983",22.1
1998-1999,W_Soccer,251,"6,150",24.5,177,"3,788",21.4,362,"7,566",20.9,790,"17,503",22.2
1999-2000,W_Soccer,260,"6,526",25.1,182,"3,913",21.5,369,"7,749",21,811,"18,188",22.4
2000-2001,W_Soccer,274,"6,905",25.2,199,"4,298",21.6,378,"7,938",21,851,"19,141",22.5
2001-2002,W_Soccer,280,"6,976",24.9,201,"4,251",21.1,387,"8,240",21.3,868,"19,467",22.4
2002-2003,W_Soccer,288,"7,302",25.4,199,"4,315",21.7,392,"8,254",21.1,879,"19,871",22.6
2003-2004,W_Soccer,296,"7,522",25.4,203,"4,467",22,396,"8,448",21.3,895,"20,437",22.8
2004-2005,W_Soccer,301,"7,651",25.4,206,"4,634",22.5,406,"8,841",21.8,913,"21,126",23.1
2005-2006,W_Soccer,301,"7,630",25.3,220,"5,025",22.8,409,"9,054",22.1,930,"21,709",23.3
2006-2007,W_Soccer,300,"7,703",25.7,227,"5,167",22.8,414,"9,207",22.2,941,"22,077",23.5
2007-2008,W_Soccer,307,"7,955",25.9,227,"5,344",23.5,422,"9,383",22.2,956,"22,682",23.7
2008-2009,W_Soccer,310,"8,117",26.2,225,"5,437",24.2,424,"9,803",23.1,959,"23,357",24.4
2009-2010,W_Soccer,313,"8,302",26.5,228,"5,515",24.2,426,"9,833",23.1,967,"23,650",24.5
2010-2011,W_Soccer,315,"8,473",26.9,242,"6,003",24.8,427,"10,195",23.9,984,"24,671",25.1
2011-2012,W_Soccer,317,"8,511",26.8,254,"6,487",25.5,425,"10,166",23.9,996,"25,164",25.3
2012-2013,W_Soccer,322,"8,749",27.2,257,"6,784",26.4,432,"10,551",24.4,"1,011","26,084",25.8
2013-2014,W_Soccer,325,"8,843",27.2,260,"6,861",26.4,437,"10,654",24.4,"1,022","26,358",25.8
2014-2015,W_Soccer,326,"8,963",27.5,265,"7,229",27.3,439,"10,803",24.6,"1,030","26,995",26.2
2015-2016,W_Soccer,328,"9,144",27.9,267,"7,336",27.5,439,"10,878",24.8,"1,034","27,358",26.5
2016-2017,W_Soccer,329,"9,209",28,268,"7,462",27.8,438,"10,967",25,"1,035","27,638",26.7
2017-2018,W_Soccer,333,"9,380",28.2,267,"7,359",27.6,438,"11,072",25.3,"1,038","27,811",26.8
2018-2019,W_Soccer,333,"9,446",28.4,267,"7,609",28.5,438,"11,255",25.7,"1,038","28,310",27.3
2019-2020,W_Soccer,335,"9,704",29,265,"7,580",28.6,438,"11,389",26,"1,038","28,673",27.6
2020-2021,W_Soccer,335,"9,766",29.2,259,"7,421",28.7,432,"10,799",25,"1,026","27,986",27.3
2021-2022,W_Soccer,335,"10,260",30.6,262,"8,024",30.6,435,"11,732",27,"1,032","30,016",29.1
2022-2023,W_Soccer,337,10239,30.4,267,8225,30.8,431,11495,26.7,"1,035","29,959",28.9
1981-1982,W_Softball,143,"2,532",17.7,109,"2,000",18.3,164,"2,933",17.9,416,"7,465",17.9
1982-1983,W_Softball,136,"2,459",18.1,119,"1,944",16.3,186,"3,632",19.5,441,"8,035",18.2
1983-1984,W_Softball,140,"2,464",17.6,113,"2,070",18.3,198,"3,722",18.8,451,"8,256",18.3
1984-1985,W_Softball,152,"2,769",18.2,128,"2,392",18.7,213,"4,249",19.9,493,"9,410",19.1
1985-1986,W_Softball,165,"2,874",17.4,139,"2,680",19.3,224,"4,220",18.8,528,"9,774",18.5
1986-1987,W_Softball,175,"3,021",17.3,139,"2,526",18.2,229,"4,149",18.1,543,"9,696",17.9
1987-1988,W_Softball,172,"2,814",16.4,139,"2,445",17.6,232,"3,963",17.1,543,"9,222",17
1988-1989,W_Softball,172,"2,924",17,144,"2,434",16.9,233,"4,031",17.3,549,"9,389",17.1
1989-1990,W_Softball,171,"2,873",16.8,151,"2,479",16.4,235,"3,957",16.8,557,"9,309",16.7
1990-1991,W_Softball,174,"2,949",16.9,161,"2,657",16.5,245,"4,118",16.8,580,"9,724",16.8
1991-1992,W_Softball,182,"3,052",16.8,171,"2,859",16.7,252,"4,206",16.7,605,"10,117",16.7
1992-1993,W_Softball,186,"3,236",17.4,172,"2,804",16.3,260,"4,316",16.6,618,"10,356",16.8
1993-1994,W_Softball,192,"3,418",17.8,190,"3,154",16.6,264,"4,382",16.6,646,"10,954",17
1994-1995,W_Softball,195,"3,491",17.9,191,"3,266",17.1,270,"4,455",16.5,656,"11,212",17.1
1995-1996,W_Softball,204,"3,631",17.8,218,"3,793",17.4,313,"5,321",17,735,"12,745",17.3
1996-1997,W_Softball,222,"4,063",18.3,224,"3,875",17.3,314,"5,558",17.7,760,"13,496",
1997-1998,W_Softball,225,"4,163",18.5,227,"4,063",17.9,326,"5,542",17,778,"13,768",17.7
1998-1999,W_Softball,232,"4,431",19.1,244,"4,441",18.2,355,"6,071",17.1,831,"14,943",18
1999-2000,W_Softball,245,"4,606",18.8,245,"4,386",17.9,367,"6,166",16.8,857,"15,157",17.7
2000-2001,W_Softball,249,"4,781",19.2,250,"4,375",17.5,378,"6,350",16.8,877,"15,506",17.7
2001-2002,W_Softball,257,"4,780",18.6,256,"4,349",17,382,"6,385",16.7,895,"15,514",17.3
2002-2003,W_Softball,261,"4,915",18.8,253,"4,411",17.4,385,"6,580",17.1,899,"15,906",17.7
2003-2004,W_Softball,265,"5,056",19.1,254,"4,448",17.5,389,"6,575",16.9,908,"16,079",17.7
2004-2005,W_Softball,264,"5,081",19.2,254,"4,546",17.9,393,"6,697",17,911,"16,324",17.9
2005-2006,W_Softball,267,"5,082",19,266,"4,763",17.9,399,"6,764",17,932,"16,609",17.8
2006-2007,W_Softball,268,"5,193",19.4,270,"4,956",18.4,404,"6,848",17,942,"16,997",18
2007-2008,W_Softball,272,"5,285",19.4,272,"4,905",18,406,"6,964",17.2,950,"17,154",18.1
2008-2009,W_Softball,276,"5,400",19.6,268,"4,991",18.6,405,"7,098",17.5,949,"17,489",18.4
2009-2010,W_Softball,279,"5,539",19.9,268,"5,031",18.8,410,"7,156",17.5,957,"17,726",18.5
2010-2011,W_Softball,283,"5,633",19.9,279,"5,355",19.2,407,"7,200",17.7,969,"18,188",18.8
2011-2012,W_Softball,285,"5,770",20.2,285,"5,620",19.7,406,"7,115",17.5,976,"18,505",19
2012-2013,W_Softball,290,"5,856",20.2,288,"5,616",19.5,410,"7,199",17.6,988,"18,671",18.9
2013-2014,W_Softball,290,"5,942",20.5,293,"5,710",19.5,414,"7,395",17.9,997,"19,047",19.1
2014-2015,W_Softball,289,"6,044",20.9,299,"5,987",20,415,"7,597",18.3,"1,003","19,628",19.6
2015-2016,W_Softball,290,"6,042",20.8,299,"5,992",20,415,"7,646",18.4,"1,004","19,680",19.6
2016-2017,W_Softball,291,"6,229",21.4,296,"6,031",20.4,414,"7,739",18.7,"1,001","19,999",20
2017-2018,W_Softball,296,"6,394",21.6,292,"6,007",20.6,413,"7,915",19.2,"1,001","20,316",20.3
2018-2019,W_Softball,295,"6,407",21.7,291,"6,058",20.8,412,"7,954",19.3,998,"20,419",20.5
2019-2020,W_Softball,296,"6,495",21.9,288,"6,192",21.5,411,"8,113",19.7,995,"20,800",20.9
2020-2021,W_Softball,294,"6,892",23.4,283,"6,380",22.5,406,"8,206",20.2,983,"21,478",21.8
2021-2022,W_Softball,293,"6,704",22.9,284,"6,419",22.6,408,"8,354",20.5,985,"21,477",21.8
2022-2023,W_Softball,295,6737,22.8,286,6476,22.6,405,8433,20.8,986,"21,646",22
1981-1982,W_Squash,7,100,14.3,0,N/A,N/A,9,138,15.3,16,238,14.9
1982-1983,W_Squash,5,79,15.8,0,N/A,N/A,11,149,13.5,16,228,14.3
1983-1984,W_Squash,6,115,19.2,0,N/A,N/A,11,157,14.3,17,272,16
1984-1985,W_Squash,6,132,22,0,N/A,N/A,11,174,15.8,17,306,18
1985-1986,W_Squash,6,116,19.3,0,N/A,N/A,11,166,15.1,17,282,16.6
1992-1993,W_Squash,5,70,14,0,N/A,N/A,18,256,14.2,23,326,14.2
1993-1994,W_Squash,5,74,14.8,0,N/A,N/A,18,268,14.9,23,342,14.9
1994-1995,W_Squash,6,89,14.8,0,N/A,N/A,17,241,14.2,23,330,14.3
1995-1996,W_Squash,7,106,15.1,1,16,16,19,257,13.5,27,378,14
1996-1997,W_Squash,7,117,16.7,1,16,16,19,260,13.7,27,393,
1997-1998,W_Squash,7,112,16,0,N/A,N/A,19,255,13.4,26,367,14.1
1998-1999,W_Squash,7,119,17,0,N/A,N/A,20,246,12.3,27,365,13.5
1999-2000,W_Squash,7,109,15.6,0,N/A,N/A,21,300,14.3,28,410,14.6
2000-2001,W_Squash,8,125,15.6,0,N/A,N/A,22,308,14,30,433,14.4
2001-2002,W_Squash,7,101,14.4,0,N/A,N/A,20,279,14,27,380,14.1
2002-2003,W_Squash,8,113,14.1,0,N/A,N/A,21,276,13.1,29,389,13.4
2003-2004,W_Squash,8,125,15.6,0,N/A,N/A,19,264,13.9,27,389,14.4
2004-2005,W_Squash,8,120,15,0,N/A,N/A,19,260,13.7,27,380,14.1
2005-2006,W_Squash,8,115,14.4,0,N/A,N/A,18,245,13.6,26,360,13.8
2006-2007,W_Squash,9,131,14.6,0,N/A,N/A,18,229,12.7,27,360,13.3
2007-2008,W_Squash,9,121,13.4,0,N/A,N/A,19,262,13.8,28,383,13.7
2008-2009,W_Squash,9,117,13,0,N/A,N/A,19,264,13.9,28,381,13.6
2009-2010,W_Squash,9,119,13.2,0,N/A,N/A,19,261,13.7,28,380,13.6
2010-2011,W_Squash,10,135,13.5,0,N/A,N/A,19,266,14,29,401,13.8
2011-2012,W_Squash,11,158,14.4,0,N/A,N/A,19,300,15.8,30,458,15.3
2012-2013,W_Squash,11,169,15.4,0,N/A,N/A,19,269,14.2,30,438,14.6
2013-2014,W_Squash,11,157,14.3,0,N/A,N/A,18,242,13.4,29,399,13.8
2014-2015,W_Squash,11,153,13.9,0,0,N/A,20,297,14.9,31,450,14.5
2015-2016,W_Squash,11,151,13.7,0,0,N/A,19,255,13.4,30,406,13.5
2016-2017,W_Squash,11,149,13.5,0,0,N/A,19,249,13.1,30,398,13.3
2017-2018,W_Squash,12,170,14.2,0,0,N/A,19,266,14,31,436,14.1
2018-2019,W_Squash,12,160,13.3,0,0,N/A,19,245,12.9,31,405,13.1
2019-2020,W_Squash,12,169,14.1,0,0,N/A,19,248,13.1,31,417,13.5
2020-2021,W_Squash,11,144,13.1,0,0,N/A,20,241,12.1,31,385,12.4
2021-2022,W_Squash,11,156,14.2,0,0,N/A,20,259,13,31,415,13.4
2022-2023,W_Squash,11,155,14.1,0,0,0,20,248,12.4,31,403,13
2022-2023,W_Stunt,1,56,56,0,0,0,1,21,21,2,77,38.5
1981-1982,W_SwimmingDiving,161,"3,038",18.9,57,"1,056",18.5,130,"2,124",16.3,348,"6,218",17.9
1982-1983,W_SwimmingDiving,146,"3,226",22.1,64,918,14.3,151,"2,483",16.4,361,"6,627",18.4
1983-1984,W_SwimmingDiving,152,"3,083",20.3,64,"1,242",19.4,154,"2,695",17.5,370,"7,020",19
1984-1985,W_SwimmingDiving,154,"3,390",22,65,"1,284",19.8,155,"2,973",19.2,374,"7,647",20.4
1985-1986,W_SwimmingDiving,163,"3,474",21.3,65,"1,311",20.2,162,"3,089",19.1,390,"7,874",20.2
1986-1987,W_SwimmingDiving,169,"3,625",21.4,56,"1,035",18.5,167,"3,100",18.6,392,"7,760",19.8
1987-1988,W_SwimmingDiving,164,"3,559",21.7,58,"1,087",18.7,175,"3,220",18.4,397,"7,866",19.8
1988-1989,W_SwimmingDiving,162,"3,580",22.1,61,"1,208",19.8,174,"3,149",18.1,397,"7,937",20
1989-1990,W_SwimmingDiving,159,"3,515",22.1,61,"1,146",18.8,176,"3,041",17.3,396,"7,702",19.4
1990-1991,W_SwimmingDiving,163,"3,627",22.3,54,"1,061",19.6,179,"3,159",17.6,396,"7,847",19.8
1991-1992,W_SwimmingDiving,165,"3,716",22.5,52,"1,018",19.6,177,"3,096",17.5,394,"7,830",19.9
1992-1993,W_SwimmingDiving,164,"3,772",23,48,902,18.8,179,"3,294",18.4,391,"7,968",20.4
1993-1994,W_SwimmingDiving,162,"3,856",23.8,51,954,18.7,180,"3,240",18,393,"8,050",20.5
1994-1995,W_SwimmingDiving,164,"3,854",23.5,53,875,16.5,183,"3,221",17.6,400,"7,950",19.9
1995-1996,W_SwimmingDiving,170,"4,505",26.5,67,"1,434",21.4,206,"4,182",20.3,443,"10,121",22.8
1996-1997,W_SwimmingDiving,167,"4,142",24.8,63,"1,065",16.9,203,"3,959",19.5,433,"9,165",
1997-1998,W_SwimmingDiving,169,"4,124",24.4,67,"1,240",18.5,208,"4,056",19.5,444,"9,419",21.2
1998-1999,W_SwimmingDiving,175,"4,393",25.1,66,"1,327",20.1,217,"4,297",19.8,458,"10,016",21.9
1999-2000,W_SwimmingDiving,180,"4,590",25.5,61,"1,190",19.5,217,"4,253",19.6,458,"10,033",21.9
2000-2001,W_SwimmingDiving,180,"4,608",25.6,67,"1,286",19.2,223,"4,549",20.4,470,"10,444",22.2
2001-2002,W_SwimmingDiving,184,"4,646",25.3,67,"1,207",18,227,"4,426",19.5,478,"10,279",21.5
2002-2003,W_SwimmingDiving,185,"4,746",25.7,66,"1,205",18.3,230,"4,632",20.1,481,"10,583",22
2003-2004,W_SwimmingDiving,187,"4,833",25.8,69,"1,258",18.2,232,"4,448",19.2,488,"10,539",21.6
2004-2005,W_SwimmingDiving,188,"4,899",26.1,66,"1,283",19.4,235,"4,663",19.8,489,"10,845",22.2
2005-2006,W_SwimmingDiving,188,"4,966",26.4,72,"1,375",19.1,237,"4,670",19.7,497,"11,011",22.2
2006-2007,W_SwimmingDiving,189,"5,014",26.5,73,"1,370",18.8,242,"4,744",19.6,504,"11,128",22.1
2007-2008,W_SwimmingDiving,192,"5,155",26.8,76,"1,392",18.3,241,"4,691",19.5,509,"11,238",22.1
2008-2009,W_SwimmingDiving,194,"5,298",27.3,73,"1,462",20,243,"4,866",20,510,"11,626",22.8
2009-2010,W_SwimmingDiving,194,"5,392",27.8,78,"1,519",19.5,240,"4,858",20.2,512,"11,769",23
2010-2011,W_SwimmingDiving,194,"5,479",28.2,86,"1,662",19.3,243,"4,964",20.4,523,"12,105",23.1
2011-2012,W_SwimmingDiving,193,"5,424",28.1,89,"1,716",19.3,245,"5,066",20.7,527,"12,206",23.2
2012-2013,W_SwimmingDiving,195,"5,526",28.3,86,"1,634",19,249,"5,188",20.8,530,"12,348",23.3
2013-2014,W_SwimmingDiving,196,"5,464",27.9,93,"1,750",18.8,250,"5,119",20.5,539,"12,333",22.9
2014-2015,W_SwimmingDiving,195,"5,393",27.7,98,"1,908",19.5,255,"5,127",20.1,548,"12,428",22.7
2015-2016,W_SwimmingDiving,194,"5,479",28.2,94,"1,853",19.7,253,"5,024",19.9,541,"12,356",22.8
2016-2017,W_SwimmingDiving,194,"5,592",28.8,104,"2,057",19.8,250,"5,035",20.1,548,"12,684",23.1
2017-2018,W_SwimmingDiving,195,"5,780",29.6,104,"2,034",19.6,256,"5,034",19.7,555,"12,848",23.1
2018-2019,W_SwimmingDiving,194,"5,751",29.6,104,"2,101",20.2,262,"5,128",19.6,560,"12,980",23.2
2019-2020,W_SwimmingDiving,193,"5,755",29.8,104,"2,181",21,269,"5,306",19.7,566,"13,242",23.4
2020-2021,W_SwimmingDiving,190,"5,718",30.1,103,"2,121",20.6,267,"5,050",18.9,560,"12,889",23
2021-2022,W_SwimmingDiving,190,"5,886",31,104,"2,249",21.6,269,"5,473",20.3,563,"13,608",24.2
2022-2023,W_SwimmingDiving,191,5863,30.7,106,2289,21.6,263,5107,19.4,560,"13,259",23.7
1995-1996,W_SyncSwimming,5,78,15.5,0,N/A,N/A,2,32,16,7,110,15.6
1996-1997,W_SyncSwimming,4,63,15.8,0,N/A,N/A,2,34,17,6,97,
1997-1998,W_SyncSwimming,4,45,11.3,0,N/A,N/A,2,26,13,6,71,11.9
1998-1999,W_SyncSwimming,4,63,15.8,0,N/A,N/A,3,45,15,7,108,15.5
1999-2000,W_SyncSwimming,5,63,12.6,0,N/A,N/A,3,56,18.7,8,119,14.9
2000-2001,W_SyncSwimming,5,73,14.6,0,N/A,N/A,4,57,14.3,9,130,14.5
2001-2002,W_SyncSwimming,4,66,16.5,1,3,3,4,32,8,9,101,11.2
2002-2003,W_SyncSwimming,4,59,14.8,1,9,9,3,34,11.3,8,102,12.8
2003-2004,W_SyncSwimming,4,67,16.8,1,7,7,3,30,10,8,104,13
2004-2005,W_SyncSwimming,4,62,15.5,1,9,9,3,33,11,8,104,13
2005-2006,W_SyncSwimming,4,51,12.8,1,11,11,3,35,11.7,8,97,12.1
2006-2007,W_SyncSwimming,4,54,13.5,1,11,11,3,35,11.7,8,100,12.5
2007-2008,W_SyncSwimming,4,62,15.5,1,12,12,3,30,10,8,104,13
2008-2009,W_SyncSwimming,4,59,14.8,1,14,14,3,36,12,8,109,13.6
2009-2010,W_SyncSwimming,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2010-2011,W_SyncSwimming,1,13,13,0,N/A,N/A,0,N/A,N/A,1,13,13
2011-2012,W_SyncSwimming,1,9,9,0,N/A,N/A,0,N/A,N/A,1,9,9
2012-2013,W_SyncSwimming,2,39,19.5,0,N/A,N/A,0,N/A,N/A,2,39,19.5
2013-2014,W_SyncSwimming,2,41,20.5,0,N/A,N/A,0,N/A,N/A,2,41,20.5
2014-2015,W_SyncSwimming,2,41,20.5,0,0,N/A,0,0,N/A,2,41,20.5
2015-2016,W_SyncSwimming,2,44,22,0,0,N/A,0,0,N/A,2,44,22
2016-2017,W_SyncSwimming,2,47,23.5,0,0,N/A,1,8,8,3,55,18.3
2017-2018,W_SyncSwimming,2,40,20,0,0,N/A,1,7,7,3,47,15.7
2018-2019,W_SyncSwimming,2,39,19.5,0,0,N/A,1,8,8,3,47,15.7
2019-2020,W_SyncSwimming,2,40,20,0,0,N/A,1,6,6,3,46,15.3
2020-2021,W_SyncSwimming,2,35,17.5,0,0,N/A,1,2,2,3,37,12.3
2021-2022,W_SyncSwimming,2,34,17,0,0,N/A,1,5,5,3,39,13
2022-2023,W_SyncSwimming,2,33,16.5,0,0,0,1,4,4,3,37,12.3
1998-1999,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
1999-2000,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2000-2001,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2001-2002,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2002-2003,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2003-2004,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2004-2005,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2005-2006,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2006-2007,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2007-2008,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2008-2009,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2009-2010,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2010-2011,W_Team Handball,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2011-2012,W_Team Handball,0,0,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2012-2013,W_Team Handball,0,0,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2013-2014,W_Team Handball,0,0,N/A,0,N/A,N/A,0,N/A,N/A,0,N/A,N/A
2014-2015,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2015-2016,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2016-2017,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2017-2018,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2018-2019,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
2019-2020,W_Team Handball,0,0,N/A,0,0,N/A,0,0,N/A,0,0,N/A
1981-1982,W_Tennis,246,"2,649",10.8,145,"1,408",9.7,219,"2,542",11.6,610,"6,599",10.8
1982-1983,W_Tennis,234,"2,722",11.6,167,"1,444",8.6,251,"2,810",11.2,652,"6,976",10.7
1983-1984,W_Tennis,239,"2,639",11,161,"1,694",10.5,257,"3,256",12.7,657,"7,589",11.6
1984-1985,W_Tennis,245,"2,717",11.1,154,"1,592",10.3,268,"3,455",12.9,667,"7,764",11.6
1985-1986,W_Tennis,262,"2,769",10.6,152,"1,488",9.8,273,"3,372",12.4,687,"7,629",11.1
1986-1987,W_Tennis,276,"2,865",10.4,144,"1,427",9.9,270,"3,178",11.8,690,"7,470",10.8
1987-1988,W_Tennis,276,"2,669",9.7,139,"1,311",9.4,275,"3,108",11.3,690,"7,088",10.3
